id_compra,cpf_cliente,data_compra,canal_venda,produto,categoria,quantidade,preco_unitario,desconto_percentual,frete,subtotal,total,forma_pagamento,parcelas,status_pedido,estado_entrega,avaliacao,cupom_usado
0A891B2A,309.232.719-53,2026-02-16,App,Protetor Solar,Beleza,2,444.47,0.0,24.17,888.94,913.11,Boleto,1,Entregue,DF,3.0,True
93DD983F,104.332.181-00,2025-09-08,Televendas,Garrafa Térmica,Esportes,2,575.93,0.07,8.74,1151.86,1079.97,Crédito,11,Entregue,PE,1.0,False
BE5AF217,603.859.770-00,2025-12-31,Site,Panela,Casa,2,2543.68,0.15,5.77,5087.36,4330.03,Débito,1,Cancelado,PR,,True
C4793489,716.572.628-47,2025-03-01,Loja Física,Almofada,Casa,4,1159.29,0.2,6.86,4637.16,3716.59,Boleto,1,Processando,SC,,True
C45E715E,324.210.249-51,2024-12-07,Loja Física,Luminária,Casa,2,2497.01,0.19,0.0,4994.02,4045.16,Débito,1,Entregue,GO,4.0,False
F2A7E37F,068.536.153-52,2026-03-18,App,Almofada,Casa,5,394.28,0.19,0.0,1971.4,1596.83,Débito,1,Entregue,PR,1.0,True
EFA83C76,039.117.182-84,2025-07-26,Televendas,Perfume,Beleza,5,2032.47,0.23,0.0,10162.35,7825.01,Boleto,1,Entregue,AM,2.0,False
8CB6BB8F,939.909.169-47,2026-04-24,App,Vestido,Roupas,3,481.58,0.15,0.0,1444.74,1228.03,Crédito,10,Entregue,AM,2.0,True
29C0BB2D,418.328.569-09,2026-04-02,Site,Calça Jeans,Roupas,5,3321.26,0.2,33.12,16606.3,13318.16,Boleto,1,Em trânsito,RS,,False
104E8D8B,564.679.970-85,2026-04-15,Televendas,Tablet,Eletrônicos,3,830.56,0.2,35.62,2491.68,2028.96,Pix,1,Em trânsito,SP,,True
5BC472A2,060.983.584-00,2025-02-02,Televendas,Carregador Portátil,Eletrônicos,5,2222.98,0.08,26.04,11114.9,10251.75,Débito,1,Processando,AM,,False
